milestone_id,family,support_type,nature,function,status,milestone_key,canonical_id,domain,name
x9i,x9,modification code,CODE,"Introduit phaseInterfaceContactAngleDegrees, mesuré à travers la phase A, et impose dans la bande de contact nAB.nWall=-cos(theta) en remplaçant localement la normale p3. alpha_x6c et le crossing physique x6f restent inchangés.",Prototype historique : angle local exact mais biais de div(n)/courbure; conservé comme baseline derrière un gate de test,0493x9i,0493x9i,SURFACE_TENSION,Première fermeture d'angle de contact par normale imposée
x9j,x9,modification code,CODE,Remplace la discontinuité de normale x9i par des échantillons alpha virtuels derrière une paroi statique pendant les trois passes p3 et les dérivées Scharr; la condition de Young est portée par le champ réservé à la courbure.,Prototype historique supplanté : améliore certains angles mais ne préserve pas suffisamment la géométrie multi-couche,0493x9j,0493x9j,SURFACE_TENSION,Fermeture d'angle par ghost-alpha de courbure
x9k,x9,modification code,CODE,"Prolonge x9j à toutes les profondeurs ghost par réflexion du point à travers le mur puis décalage tangentiel proportionnel à cot(theta), avant interpolation du vrai champ alphaK. À 90 degrés la loi se réduit exactement au miroir ordinaire.","Prototype historique supplanté : angle robuste mais une transformation affine ne préserve pas un cercle, donc biais de courbure angle-dépendant",0493x9k,0493x9k,SURFACE_TENSION,Ghost-alpha par miroir cisaillé
x9l,x9,modification code,CODE,"Laisse alpha physique et alphaK p3 inchangés, impose la normale de Young au mur physique et reconstruit par rotation les normales du premier centre fluide et du premier ghost à partir d'une normale p3 plus intérieure, avant div(n).",Expérience négative hors voisinage de 90 degrés; gardée comme comparaison et supplantée par x9m,0493x9l,0493x9l,SURFACE_TENSION,Reconstruction de normale au mur-face
x9m,x9,runner + analyseur,CODE,"Impose la normale de Young au mur puis évalue la courbure de contact à partir de la première normale p3 hors du support contaminé par paroi (couche j=4, centre 4.5h) et de la corde jusqu'au crossing physique : kappa=2 sin(DeltaPhi/2)/L. Ni alpha ni le champ normal p3 ne sont écrasés.","Fermeture statique préférée du cycle x9; robuste géométriquement, mais dynamique de ligne triple non universellement fermée",0493x9m,0493x9m,SURFACE_TENSION,Fermeture statique de mouillage par ancre hors support
x9n,x9,runner,QUALIFICATION,"Teste sans changement de solveur la fermeture x9m sur contacts plans kappa=0, scaling circulaire 1/R sur plusieurs rayons et ellipses à courbure locale variable afin d'écarter un simple ajustement au premier cap circulaire.",Qualification scripts-only de la robustesse géométrique statique x9m,0493x9n,0493x9n,SURFACE_TENSION,Qualification géométrique étendue de x9m
x9o,x9,runner,QUALIFICATION,"Translate tangentiellement de 0, 0.25h, 0.5h et 0.75h les deux géométries x9n les plus sensibles afin de mesurer le biais de phase de grille sans déplacer le mur physique.",Qualification scripts-only; quantifie la sensibilité résiduelle de x9m à la phase sous-maille,0493x9o,0493x9o,SURFACE_TENSION,Qualification de phase sous-maille tangentielle de x9m
x9p,x9,runner,QUALIFICATION,"Fait évoluer des calottes 60/90/120 degrés et des transitions 90 vers 60/120; reconstruit l'angle global physique indépendamment par COM et moments afin de vérifier sens de mouillage, conservation et approche de la cible.","Résultat dynamique partiel : sens mouillage/démouillage correct, mais équilibre comprimé vers 90 degrés et courbure de ligne triple encore bruitée",0493x9p,0493x9p,SURFACE_TENSION,Qualification dynamique de goutte sessile x9m
x9q,x9,runner,BENCHMARK,"Runner-only : injecte un jet liquide par un segment supérieur dans gaz ou vide, sous gravité, pour provoquer langue pendante, col/pincement, chute et impact sur la paroi avec la chaîne capillaire x9.",Benchmark exploratoire sans seuil physique dur; démontre des changements de topologie et expose la faiblesse de courbure sous-résolue traitée par x9r,0493x9q,0493x9q,SURFACE_TENSION,Test de potentialité jet gravitaire / pincement / impact
x9r,x9,runner + analyseur,FIX,"Ajoute surfaceTensionMinRadiusCells avec 0 comme no-op exact. Pour N_R>0, borne uniquement la courbure interpolée au crossing utilisée dans sigma*kappa à |kappa|<=1/(N_R min(dx,dy)); alpha, crossing, champ p3 brut et LiveVis restent inchangés.","Correctif actif de courbure sous-résolue; seuil à choisir selon résolution/campagne, non constante physique universelle",0493x9r,0493x9r,SURFACE_TENSION,Cutoff de résolution du saut capillaire
x9s,x9,runner + générateur,BENCHMARK,"Construit une goutte initiale paramétrable impactant soit une paroi sèche soit une flaque, avec la même physique bulk/capillaire, afin d'observer étalement, lamelle, rim, splash et interaction liquide-liquide lors de changements de topologie.",Démonstration/qualification morphologique qualitative; pas une mesure convergée de Weber critique,0493x9s,0493x9s,SURFACE_TENSION,Benchmark paramétrable d'impact et splash
x9t,x9,runner + analyseur,CODE,"Ajoute une fermeture interne pour les particules de phase A traversant l'interface vers le vide : sélection selon phaseInterfaceKineticReflectionFraction, transformation élastique conservative par groupes candidat/receveur et transmission/évaporation optionnelle.",Prototype actif de rétention cinétique; première étape du pont x9 vers la fermeture de surface libre x10,0493x9t,0493x9t,FREE_SURFACE_KINETICS,Première rétention cinétique liquide-vide conservative
x9u,x9,runner + analyseur,CODE,"Étend x9t aux sorties de support en distinguant crossings historiques alpha=0.5 et support-exit, et recherche un bain de recul intérieur jusqu'à deux cellules avec bilan exact de quantité de mouvement et énergie.",Étape active intermédiaire; couverture support-edge améliorée mais le choix de bain sera corrigé par x9w,0493x9u,0493x9u,FREE_SURFACE_KINETICS,Extension de la réflexion aux sorties de support
x9v,x9,runner + analyseur,DIAGNOSTIC,"Exécute exactement la physique x9u et instrumente à cadence de résumé les halos, échecs de recherche de bain, bains non bulk, réflexions non appliquées et particules encore sortantes après réflexion.",Diagnostic passif; aucune nouvelle passe particulaire ni modification de physique,0493x9v,0493x9v,FREE_SURFACE_KINETICS,Diagnostic des voies de fuite de la fermeture x9u
x9w,x9,runner + analyseur,FIX,Corrige x9u après le diagnostic x9v : un bain cinétique receveur doit appartenir au bulk liquide physique alpha>=0.5; un halo occupé n'est plus autorisé à se bootstrapper comme support cohésif.,Correctif actif de sélection du bain; recherche bornée à deux cellules et conservation P/K maintenue,0493x9w,0493x9w,FREE_SURFACE_KINETICS,Bain de recul strictement bulk
x9x,x9,runner + analyseur,CODE,"Remplace le seul critère de cellule/support par la détection du crossing réel entre la position courante et x+v*dt dans alpha, avec gate d'advection relative (v-u_bulk).n>0 et correction de position au temps de crossing.","Étape active intermédiaire : déclenchement géométrique au crossing physique, sans nouvelle passe globale",0493x9x,0493x9x,FREE_SURFACE_KINETICS,Réflexion au crossing physique prédit
x9y,x9,runner + analyseur,FIX,"Corrige x9x en évaluant le côté intérieur/extérieur au point de départ plutôt qu'au centre de cellule, puis localise les vrais crossings avec quatre bissections dans la passe d'application et conserve le dernier point connu intérieur.",Correctif géométrique actif de x9x; supprime l'aliasing centre-cellule sans buffer ou passe globale supplémentaire,0493x9y,0493x9y,FREE_SURFACE_KINETICS,Côté alpha pointwise et crossing par bissection bornée
x9z,x9,runner + analyseur,CODE,Individualise la mécanique x9y : chaque particule traversante utilise sa propre normale et est réfléchie spéculairement relativement au même bain; une correction affine collective des receveurs restaure exactement quantité de mouvement et énergie.,Dernière étape x9 du mécanisme de rétention; loi individuelle explicitement réutilisée ensuite par x10a,0493x9z,0493x9z,FREE_SURFACE_KINETICS,Réflexion individuelle des donneurs et compensation affine du bain
x10a,x10,modification code + analyseur,CODE,"Affine la normale de réflexion au crossing physique alpha=0.5 et scelle géométriquement le endpoint d’une vraie traversée intérieure, sans changer la loi de vitesse/réaction x9z.","Étape géométrique historique; fondation des essais de confinement x10b-x10e, ensuite supplantée par la paroi mobile continue",0493x10a,0493x10a,FREE_SURFACE_KINETICS,Géométrie de crossing et seal du endpoint réfléchi
x10b,x10,modification code + analyseur,CODE,"Étend x10a aux particules déjà côté extérieur mais reliées à un bain bulk direct : le endpoint est ramené par bracket/mirror vers le bulk, position seulement, sans nouvelle passe ni modification de réaction.",Étape historique hard-r1; sur-confinement ensuite corrigé par x10h,0493x10b,0493x10b,FREE_SURFACE_KINETICS,Rétention hard-r1 des particules de shell
x10biq,x10,modification code,CODE,Construit sur un stencil 3x3 un interpolant tensoriel biquadratique de l’alpha cinétique CIC et utilise la même enveloppe Q2 pour crossing et géométrie de recouvrement.,Vrai Q2 actif dans la chaîne x12; x10r/s/t doivent être OFF,0493x10biq,0493x10biq,FREE_SURFACE_KINETICS,Reconstruction Q2 biquadratique tensorielle
x10c,x10,modification code + analyseur,CODE,"Après réflexion donneur, réaction receveur et récupération shell, vérifie le endpoint réellement streamé de toute particule A en r=1 et corrige les endpoints encore dehors sans modifier la vitesse.",Étape historique de confinement universel; retirée par x10h car incompatible avec une interface réellement mobile,0493x10c,0493x10c,FREE_SURFACE_KINETICS,Barrière universelle du endpoint final r=1
x10cic,x10,modification code,CODE,"Dépose un champ alpha CIC réservé à la géométrie cinétique, distinct du x6c utilisé par Q6/pression/capillarité; le dépôt est fusionné dans le passage total-A et n’ajoute pas de nouveau parcours O(Np).",Composant actif de la chaîne x12; orchestration encore appelée depuis le chemin Q6,0493x10cic,0493x10cic,FREE_SURFACE_KINETICS,Alpha cinétique CIC dédié
x10d,x10,modification code + analyseur,CODE,"Remplace en hard-r1 la translation+rescale des receveurs par une racine collective analytique par cellule, conservant exactement quantité de mouvement et énergie cinétique sans lambda ni energy floor.",Branche analytique historique; définition conservée mais orchestration hard-r1 courante la bypass au profit de x10i/x10o,0493x10d,0493x10d,FREE_SURFACE_KINETICS,Réaction analytique locale exactement conservative P/K
x10e,x10,modification code / ablation,ABLATION,"Ablation géométrique remplaçant le clamp x10c par un miroir local tangent du déplacement résiduel, tout en conservant la réaction analytique x10d; aucune vitesse ni passe particulaire supplémentaire.","Expérience de forme/isotropie historique, retirée avec la barrière universelle par x10h",0493x10e,0493x10e,FREE_SURFACE_KINETICS,Miroir tangent du endpoint final
x10f,x10,modification code / ablation + analyseur,ABLATION,Agrège la réaction P/K exacte sur tout le composant phase-A de l’appel afin de tester si le contre-kick cellule-local cause l’accumulation cardinale; explicitement limité à un seul composant liquide.,"Ablation causale; non production multi-gouttes, code conservé sans call-site actif",0493x10f,0493x10f,FREE_SURFACE_KINETICS,Ablation réaction exacte sur réservoir liquide global
x10g,x10,modification code + runner,PERF,"Remplace uniquement les atomiques globaux contendus de x10f par une réduction cellules→partials par bloc→bloc final, en réutilisant exactement le finalizer et les équations x10f.","Optimisation performance-only de x10f; physique identique, code conservé sans call-site actif",0493x10g,0493x10g,FREE_SURFACE_KINETICS,Réduction GPU hiérarchique de la réaction globale
x10h,x10,modification code + analyseur,FIX,Corrige le sur-confinement x10b/c/e : l’interface alpha=0.5 peut advecter; seules les particules réellement sortantes relativement au bain/interface et sélectionnées comme donneurs sont réfléchies/scellées.,"Sémantique legacy intégrée; barrière universelle supprimée, chemin ensuite bypassé par x10o en production x12",0493x10h,0493x10h,FREE_SURFACE_KINETICS,Rétention relative compatible avec interface mobile
x10i,x10,modification code + analyseur,CODE,Remplace le réservoir global x10f/g par une partition déterministe de blocs mésoscopiques décalée à chaque pas; chaque réservoir applique sa propre racine P/K exacte.,Fallback hard-r1 legacy encore actif hors ablations continues; bypassé par x10o dans la chaîne x12,0493x10i,0493x10i,FREE_SURFACE_KINETICS,Réaction exacte par réservoirs mésoscopiques décalés
x10j,x10,runner + analyseur,ABLATION,"Réfléchit simplement la vitesse sur la normale d’interface dans le repère laboratoire, sans contre-réaction collective, pour isoler le rôle de la réaction mésoscopique.",Ablation rejetée : conservation de norme labo mais dripping fortement bloqué; OFF production,0493x10j,0493x10j,FREE_SURFACE_KINETICS,Ablation spéculaire dans le repère laboratoire
x10k,x10,modification code / ablation + runner,ABLATION,"Réfléchit v-u_b sur la normale locale, conservant exactement |v-u_b| et imposant une composante relative normale entrante, sans contre-impulsion de l’interface.",Ablation rejetée; améliore la covariance locale mais ne fournit pas la fermeture de production,0493x10k,0493x10k,FREE_SURFACE_KINETICS,Ablation spéculaire dans le repère liquide local
x10l,x10,runner + analyseur,DIAGNOSTIC,Mesure après Q6/B1 et juste avant la fermeture cinétique les flux/vitesses normaux sortants afin de séparer la dynamique hydrodynamique projetée de l’action de la paroi cinétique.,"Diagnostic observation-only encore activable; ON dans certains runners JFM, aucune modification vitesse/position",0493x10l,0493x10l,FREE_SURFACE_KINETICS,Diagnostic passif pré-paroi cinétique
x10m,x10,modification code / ablation + runner,ABLATION,Introduit une primitive de collision événementielle avec un plan local alpha=0.5 mobile dont la vitesse normale provient du liquide post-Q6/B1; l’impulsion de paroi est auditée sans feedback.,Étape architecturale/ablation OFF production; scratch et primitives seront réutilisés par les étapes continues,0493x10m,0493x10m,FREE_SURFACE_KINETICS,Paroi locale mobile alpha=0.5
x10n,x10,modification code + runner,INFRA,"Reconstruit une polyligne alpha=0.5 continue sur la grille duale, avec endpoints partagés, normales et vitesses de segments, puis collisions événementielles jusqu’à trois impacts.","Architecture continue OFF comme mode autonome; primitives réutilisées par x10o, Q2, x12a et suites",0493x10n,0493x10n,FREE_SURFACE_KINETICS,Interface continue marching-squares mobile
x10o,x10,modification code + runner,CODE,"Fonde la paroi cinétique de production sur l’interface continue : vitesse normale issue de l’hydrodynamique Q6 projetée et enveloppe thermique locale delta=min(deltaMax,C dt sqrt(kBT/m)).",Socle actif de la chaîne liquide qualifiée x12; priorité sur x10j/k/m/n,0493x10o,0493x10o,FREE_SURFACE_KINETICS,Paroi cinétique Q6 hydrodynamique à enveloppe thermique
x10p,x10,modification code + analyseur,FIX,"Avant le sweep, trouve le segment mobile fini le plus proche d’une particule initialement du mauvais côté; dépénètre toujours, et ne réfléchit la vitesse que si le mouvement relatif est sortant.",Actif en production x12; aucune passe particulaire supplémentaire,0493x10p,0493x10p,FREE_SURFACE_KINETICS,Résolution des recouvrements initiaux
x10q,x10,modification code + analyseur,FIX,"Lorsque la recherche normale 3x3 ne trouve aucun segment pour l’événement initial, ajoute uniquement un fallback 7x7; les collisions swept ordinaires restent 3x3 et les overlaps profonds connus ne sont plus refusés.",Actif en production x12; complète x10p sans élargir le hot path normal,0493x10q,0493x10q,FREE_SURFACE_KINETICS,Récupération large des recouvrements initiaux rares
x10r,x10,analyseur,ABLATION,Teste des vitesses vectorielles complètes aux endpoints de segment pour améliorer la covariance galiléenne de la paroi thermique.,Ablation rejetée : dripping dégradé; OFF production,0493x10r,0493x10r,FREE_SURFACE_KINETICS,Ablation vitesses endpoints full-vector
x10s,x10,analyseur,ABLATION,Projette la cinématique de la paroi thermique sur la normale du segment pour isoler la composante normale dans les tests de covariance.,Ablation rejetée/OFF; incompatible avec le vrai Q2 de production,0493x10s,0493x10s,FREE_SURFACE_KINETICS,Ablation cinématique normale au segment
x10t,x10,analyseur,ABLATION,Teste une cinématique tangentielle rigide de l’interface thermique pour mesurer l’effet des composantes tangentielles sur l’impulsion parasite.,Ablation rejetée : impulse parasite aggravée; OFF production,0493x10t,0493x10t,FREE_SURFACE_KINETICS,Ablation cinématique tangentielle rigide
x10u,x10,modification code + runner,CODE,"Après sélection CIC+Q2 du crossing/overlap, conserve exactement le même slot, la même masse et la même vitesse et miroire seulement la position vers le support liquide; contribution directe deltaM/deltaP/deltaK nulle.",Actif dans la chaîne liquide qualifiée; requiert Q2 et x10p,0493x10u,0493x10u,FREE_SURFACE_KINETICS,Relocalisation conservative one-for-one
x10v,x10,modification code + runner,CODE,"Après relocalisation x10u, échange littéralement les vecteurs vitesse entre la particule relocalisée et un candidat local de même masse, de façon pairwise conservative en P et K.",Actif dans la chaîne liquide qualifiée; utilise un byte/particule et deux kernels conditionnels,0493x10v,0493x10v,FREE_SURFACE_KINETICS,Swap local full-vector one-for-one
x10w,x10,modification code + runner,CODE,"Ajoute une redistribution locale pré-stream pour limiter le transport thermique de phase selon la résolution locale (courbure/épaisseur), avec conservation pairwise P/K; remplace un ancien limiter de position virtuelle.",Implémenté mais OFF production; exclusif avec x12a dans le snapshot audité,0493x10w,0493x10w,FREE_SURFACE_KINETICS,Limiter thermique local pairwise
x10x,x10,runner + analyseur,QUALIFICATION,Campagne scripts-only balayant l’épaisseur thermique via le coefficient C/sigmas et des cas de référence afin de caractériser la sensibilité de la paroi x10o sans nouvelle physique C++.,Outil de qualification/campagne; aucun nouveau mode C++,0493x10x,0493x10x,FREE_SURFACE_KINETICS,Qualification de l’enveloppe thermique en C et sigma
x10y,x10,analyseur,QUALIFICATION,"Analyse les campagnes x10x pour tester la dépendance de l’épaisseur/effet thermique avec taille, température et échelle de particule.",Analyse scripts-only; aucun nouveau mode C++,0493x10y,0493x10y,FREE_SURFACE_KINETICS,Analyse loi taille-température de l’enveloppe
x11a,x11,runner + analyseur,QUALIFICATION,Mesure sur gouttes statiques multi-rayons/multi-sigma la loi de Laplace avec la pression Q6 résolue x9e; la lecture finale utilise les baselines sigma=0 appariées consolidées par x11c.,Qualification historique quantitative; base de la calibration mécanique x12yl,0493x11a,0493x11a,SURFACE_TENSION,Qualification Young–Laplace quantitative
x11b,x11,runner + analyseur,QUALIFICATION,"Excite des interfaces sinusoïdales résolues, suit les modes de Fourier et ajuste leur oscillation amortie pour comparer omega_num à la dispersion capillaire théorique.",Qualification dynamique historique; base méthodologique du calibrateur x12cal,0493x11b,0493x11b,SURFACE_TENSION,Qualification de dispersion des ondes capillaires
x11c,x11,modification code + runner,DIAGNOSTIC,"Corrige l’analyse x11 sans nouvelle force: Young–Laplace utilise p(sigma)-p(0), les ondes sont refittées sur la fenêtre précoce haut-SNR, et le support p3/x9e peut être construit à cadence diagnostic pour sigma=0 sans appliquer de potentiel capillaire.",Correction analyse/protocole et support observation-only; aucune nouvelle physique capillaire,0493x11c,0493x11c,SURFACE_TENSION,Correction de protocole capillaire et baseline sigma=0
x12a,x12,runner + modification code,CODE,"Ajoute la seule nouvelle physique runtime x12: fT=min(1,(Lloc/Rc)^2), où Lloc est la demi-distance à l’interface alpha=0.5 opposée le long de la normale Q2 intérieure; fT réduit localement l’enveloppe cinétique x10o et la cible thermostat.",Actif dans la chaîne liquide qualifiée; exclusif avec le limiter x10w,0493x12a,0493x12a,FREE_SURFACE_KINETICS,Refroidissement thermique local des petites structures
x12b,x12,runner,BENCHMARK,"Construit un cas splash 2-D à goutte D=320h et marche obstacle Darcy/chi avec la chaîne x10v+x12a; il fixe une géométrie JFM-scaled mais se déclare encore exploratoire, sans nouvelle physique C++.",Benchmark exploratoire de construction; pas encore une reproduction quantitative JFM 524,0493x12b,0493x12b,FREE_SURFACE_KINETICS,Prototype JFM D=320h sur obstacle Darcy/chi
x12c,x12,runner,BENCHMARK,"Réduit le domaine vertical inutilisé du cas x12b en conservant h et la même chaîne physique, afin de rendre la campagne obstacle/splash plus exploitable sans modifier le solveur.",Étape de production/compaction du benchmark; physique identique à x12b,0493x12c,0493x12c,FREE_SURFACE_KINETICS,Benchmark JFM compact-Y à physique inchangée
x12cal,x12,calibrateur + runner,CALIBRATOR,"Mesure sigma_eff dynamique par dispersion omega^2=(sigma/rho) k^3 tanh(kH) sur plusieurs modes/réalisations, avec politique PASS/REVIEW/INVALID; la propriété dynamique reste distincte de la calibration mécanique x12yl.",Calibrateur dynamique courant; aucune nouvelle physique C++,0493x12cal,0493x12cal,SURFACE_TENSION,Calibrateur dynamique de tension superficielle
x12d,x12,runner,BENCHMARK,"Verrouille le cas de mesure obstacle JFM 524 avec géométrie et We/Fr proches de l’article, sur la chaîne x10o+CIC+Q2+x10p/q+x10u/v+x12a; l’écart de Reynolds du fluide numérique reste explicitement déclaré.",Benchmark applicatif de mesure; géométrie/We/Fr ciblés mais Re numérique ~649 au lieu de Re expérimental 12200,0493x12d,0493x12d,FREE_SURFACE_KINETICS,Cas de mesure JFM 524 à géométrie/We/Fr ciblés
x12yl,x12,calibrateur + runner,CALIBRATOR,"Mesure sigma_eff mécanique par paires sigma/sigma0 sur gouttes résolues: dp_cap=p(sigma)-p(0)=sigma_eff<kappa>_active, en utilisant la courbure active mesurée et une politique explicite PASS/REVIEW/INVALID.",Calibrateur mécanique/statique courant; remplace x11a comme extraction scalaire de sigma_eff,0493x12yl,0493x12yl,SURFACE_TENSION,Calibrateur mécanique/statique de tension superficielle
x13a,x13,runner + analyseur,CALIBRATOR,"Cartographie sans modification solveur la portée de transport SRC-only via H_h=c_s h/nu sur les candidats A0-A6, avant toute application coûteuse.",Pré-balayage constitutif scripts-only; aucune physique solveur nouvelle,0493x13a,0493x13a,TRANSPORT_SURFACE,Pré-balayage intrinsèque SRC haut-Re
x13b,x13,runner + analyseur,DIAGNOSTIC,"Mesure la viscosité transverse pure, la réponse longitudinale c_s/nu_L et l’axe gamma à paramètres microscopiques contrôlés, indépendamment d’une application.",Métrologie constitutive scripts-only; aucune modification src/include,0493x13b,0493x13b,TRANSPORT_SURFACE,Carte constitutive SRC H/C
x13c,x13,runner + analyseur,QUALIFICATION,Enrichit H et C en multi-graines et longues longueurs d’onde; qualifie la localité et conduit au compromis économique gamma=8.,Qualification constitutive multi-graines; gamma=8 retenu comme compromis coût/transport,0493x13c,0493x13c,TRANSPORT_SURFACE,Qualification statistique du transport et choix gamma
x13d,x13,runner + analyseur,CALIBRATOR,Prolonge le cisaillement à Ny=256 et refit directement le mode longitudinal amorti pour extraire nu_L et c_s avec bootstrap.,Calibration constitutive du point G08 de référence,0493x13d,0493x13d,TRANSPORT_SURFACE,Follow-up longue longueur d’onde et amortissement
x13e,x13,runner + analyseur,QUALIFICATION,Teste la convergence en longueur d’onde de la réponse compressible isotherme quand Ma augmente et traduit la plage qualifiée en besoins de résolution pour Re cible.,Qualification compressible scripts-only; aucune modification src/include,0493x13e,0493x13e,TRANSPORT_SURFACE,Qualification de portée Mach du point G08
x13f,x13,runner + analyseur,CALIBRATOR,Balaye angle et lambda/h à gamma=8 puis requalifie les meilleurs candidats à plusieurs longueurs d’onde sans supposer le proxy SRD exact.,"Optimisation/calibration du fluide, pas optimisation de code",0493x13f,0493x13f,TRANSPORT_SURFACE,Optimisation locale du transport G08
x13g,x13,runner + analyseur,QUALIFICATION,Compare répétitions byte-identiques et réalisations indépendantes pour montrer que la trajectoire GPU n’est pas une preuve bit-à-bit et imposer l’analyse en ensemble.,Règle méthodologique de reproductibilité; aucune modification solveur,0493x13g,0493x13g,TRANSPORT_SURFACE,Qualification de reproductibilité statistique GPU
x13h,x13,runner + analyseur,QUALIFICATION,"Consolide gamma=8, angle 120°, lambda/h=0.72 comme fluide économique de référence; ce point est ensuite la base du tag surface-libre qualifié 7655b81.",Référence liquide qualifiée; rollback final vers le tag surf-tension-qualified-x13h-20260831,0493x13h,0493x13h,TRANSPORT_SURFACE,Point liquide de référence G08-120-L072
x13h-A,x13,qualification,QUALIFICATION,"Qualifie le mode longitudinal amorti du point gamma=8, angle 120°, lambda/h=0.72 avec amplitudes multiples et bootstrap.",Sous-qualification constitutive A du fluide final,0493x13h-a,0493x13h-a,TRANSPORT_SURFACE,Acoustique du point final lambda/h=0.72
x13h-B,x13,qualification,QUALIFICATION,Cartographie la viscosité transverse du point lambda/h=0.72 versus gamma et longueur d’onde avec estimateur ensemble.,Sous-qualification constitutive B du fluide final,0493x13h-b,0493x13h-b,TRANSPORT_SURFACE,Viscosité et dépendance en densité du point final
x13h-C,x13,qualification,QUALIFICATION,"Teste Ma=0.2,0.5,0.7,0.9 sur deux longueurs d’onde avec les coefficients A/B du même fluide.",Sous-qualification constitutive C du fluide final,0493x13h-c,0493x13h-c,TRANSPORT_SURFACE,Enveloppe Mach du point final
x13i,x13,runner + analyseur,CALIBRATOR,"À gamma, angle et lambda/h fixes, teste les lois c_s, nu_T et D_self proportionnelles à sqrt(kBT), ainsi que l’invariance de H_h et Sc.",Calibration de similitude thermique du fluide x13h; scripts-only,0493x13i,0493x13i,TRANSPORT_SURFACE,Loi d’échelle en kBT du fluide x13h
x13j,x13,calibrateur + runner,CALIBRATOR,"Le label x13j a deux usages historiques attestés dans le même lignage Git: calibrateur autonome SRC/Q6/Q6-G-F (nu_T,c_s,nu_L,Dself) et runner Young–Laplace du fluide x13h réutilisant x12yl.",Double rôle historique documenté; aucune nouvelle physique C++,0493x13j,0493x13j,TRANSPORT_SURFACE,Calibrateur transport autonome + qualification Young–Laplace x13h
x13k,x13,runner + analyseur,QUALIFICATION,"Qualifie dynamiquement la chaîne surface libre sur le mode azimutal n=2 du fluide x13h, avec observable quadrupolaire robuste.",Qualification dynamique historique du point surface libre,0493x13k,0493x13k,TRANSPORT_SURFACE,Qualification goutte oscillante n=2
x13l,x13,runner + analyseur,QUALIFICATION,Étend la qualification dynamique à n=3 avec observable d’ordre trois reconstruit hors ligne.,Qualification dynamique historique,0493x13l,0493x13l,TRANSPORT_SURFACE,Qualification goutte oscillante n=3
x13m,x13,runner + analyseur,QUALIFICATION,Étend la qualification dynamique à n=4 avec observable d’ordre quatre reconstruit hors ligne.,Qualification dynamique historique,0493x13m,0493x13m,TRANSPORT_SURFACE,Qualification goutte oscillante n=4
x13n,x13,runner + analyseur,BENCHMARK,Mesure la rétraction symétrique d’une nappe résolue; met en évidence G_TC trop faible malgré une résultante capillaire locale du rim proche de 2 sigma.,Limite dynamique connue; référence de rollback G_TC≈0.795 à sigma=10000,0493x13n,0493x13n,TRANSPORT_SURFACE,Benchmark Taylor–Culick 2-D
x13o,x13,modification code / ablation,ABLATION,Ablation de x10v qui échange seulement la composante normale locale entre masses égales et conserve la tangentielle; flag présent au point qualifié mais OFF dans la chaîne de production.,Ablation OFF production; le tag qualifié utilise le swap full-vector x10v,0493x13o,0493x13o,TRANSPORT_SURFACE,Ablation swap normal-only
x13p,x13,modification code / ablation,ABLATION,"Ablation qui désactive l’action position/vitesse one-for-one à l’intérieur d’une zone de quelques cellules de la paroi cinétique Q2, tout en gardant la relocalisation héritée hors zone.",Expérience post-x13n; amélioration TC partielle mais non retenue,0493x13p,0493x13p,TRANSPORT_SURFACE,Zone de crossing libre autour de l’interface
x13q,x13,modification code / ablation,ABLATION,Ablation post-x13p ajoutant un traitement dédié des particules orphelines de la fermeture cinétique via MPCD_X10_KINETIC_INTERFACE_ORPHAN_TURNOVER.,Expérience de confinement post-x13n; absente du commit qualifié 7655b81,0493x13q,0493x13q,TRANSPORT_SURFACE,Turnover des orphelins de fermeture cinétique
x13r,x13,modification code / ablation,ABLATION,Ablation imposant un refroidissement quasi-nul sur les cellules immédiatement identifiées interfaciales afin d’isoler le rôle de l’agitation thermique dans le déficit Taylor–Culick.,Rejetée: fermeture discontinue et dépendante du masque; supersédée par x13t,0493x13r,0493x13r,TRANSPORT_SURFACE,Refroidissement direct des cellules interfaciales
x13s,x13,modification code / ablation,ABLATION,Ablation supprimant surtout l’agitation thermique normale tout en gardant une fraction tangentielle et une profondeur de couche configurable.,Rejetée comme fermeture générale; supersédée par x13t,0493x13s,0493x13s,TRANSPORT_SURFACE,Refroidissement interfacial anisotrope
x13t,x13,modification code / ablation,ABLATION,"Remplace les seuils abrupts x13r/s par fT=min(fGamma,fthin), combinant distance à interface et loi d’épaisseur locale; améliore G_TC mais ne ferme pas la population diffuse.",Expérience causale rejetée comme chemin général après x13zd,0493x13t,0493x13t,TRANSPORT_SURFACE,Refroidissement progressif unifié
x13u,x13,modification code / ablation,ABLATION,Gate expérimental combinant le champ thermique x13t avec la relocalisation x10u sous rétention dure; ses fixes corrigent la portée et la conservation du champ x13t dans l’orchestration.,Expérimental/rejeté; x13u fixe la combinaison mais pas la fermeture générale,0493x13u,0493x13u,TRANSPORT_SURFACE,Combinaison x13t + relocalisation one-for-one
x13v,x13,modification code / ablation,ABLATION,Sépare explicitement la relocalisation spatiale x10u du swap full-vector x10v afin de mesurer leurs contributions respectives sous x13t.,Expérimental/rejeté; outil causal de séparation de x10u et x10v,0493x13v,0493x13v,TRANSPORT_SURFACE,Séparation position one-for-one / swap vitesse
