name,entry_type,category,status,expected_type,default,effect_role,remarks,sources,source_inventory
MPCD_CUDA_THERMOSTAT_PERSISTENT_0258,env_flag,CUDA thermostat,interne/runtime,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0258.md; scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; scripts/run_cuda_classic_src_io_segmented_resident_0264.sh; scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_classic_src_periodic_resident_0260.sh; scripts/run_cuda_classic_src_solid_resident_0262.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_PERSISTENT_0258_METADATA_CACHE,env_flag,CUDA thermostat,interne/runtime,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_persistent_src_collision_thermostat_0258.sh; scripts/run_cuda_persistent_src_thermostat_piston_0278.sh; src/thermostat.cpp,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_PERSISTENT_0258_STRICT,env_flag,CUDA thermostat,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_classic_src_mode_0259.sh; scripts/run_cuda_persistent_src_collision_thermostat_0258.sh; scripts/run_cuda_persistent_src_thermostat_piston_0278.sh; src/thermostat.cpp,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_SHADOW,env_flag,CUDA thermostat,debug/comparaison,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_cell_thermostat_active_0207.sh; scripts/run_cuda_cell_thermostat_shadow_0206.sh; scripts/run_cuda_persistent_collision_q6_thermostat_0216.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_src_collision_shadow_0210.sh; scripts/run_cuda_tg_full_gpu_stack_0208.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_SHADOW_DIAG_TOL,env_flag,CUDA thermostat,debug/comparaison,double,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_cell_thermostat_shadow_0206.sh; src/thermostat.cpp,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_SHADOW_EVERY,env_flag,CUDA thermostat,debug/comparaison,entier,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/thermostat.cpp,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_SHADOW_STRICT,env_flag,CUDA thermostat,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/thermostat.cpp,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_SHADOW_TOL,env_flag,CUDA thermostat,debug/comparaison,double,false/off sauf activation par scripts validés,Active comparaison shadow CUDA/CPU pour validation.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_cell_thermostat_shadow_0206.sh; src/thermostat.cpp,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_THREADS_PER_BLOCK,env_flag,CUDA thermostat,réglage performance/interne,entier,256 le plus souvent,Nombre de threads CUDA par bloc pour le noyau associé.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,scripts/run_cuda_cell_thermostat_active_0207.sh; scripts/run_cuda_cell_thermostat_shadow_0206.sh; scripts/run_cuda_persistent_collision_q6_thermostat_ordered_0217.sh; scripts/run_cuda_tg_full_gpu_stack_0208.sh; src/thermostat.cpp,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_THERMOSTAT_USE,env_flag,CUDA thermostat,interne/runtime,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,doc/GPU_PATCH_0244.md; doc/GPU_PATCH_0258.md; scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_boundary_stack_0248.sh; scripts/run_cuda_cell_thermostat_active_0207.sh; scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; ...,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_PERSISTENT_PARTICLE_STATE_STRICT,env_flag,CUDA état particulaire persistant,debug/comparaison,booléen/env truthy sauf mention contraire,souvent true dans validateurs; dépend du module,Active le mode strict: erreur si le chemin CUDA demandé ne s’applique pas.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo.,src/src_collision.cpp,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv
MPCD_CUDA_PERSISTENT_PARTICLE_STATE_USE,env_flag,CUDA état particulaire persistant,interne/runtime | propagé scripts Darcy 0426,booléen/env truthy sauf mention contraire,false/off sauf activation par scripts validés,Variable interne de contrôle du backend CUDA.,Ne se place pas dans params.kv; à passer dans l’environnement du shell ou dans les scripts de validation/démo. | 0426 : intégré au bloc fastflags Darcy pour éviter le backend collision/thermostat lent dans les cas chi/segments.,doc/GPU_PATCH_0244.md; scripts/run_cuda_boundary_cell_moments_0250.sh; scripts/run_cuda_boundary_stack_0248.sh; scripts/run_cuda_classic_src_io_fullface_resident_0263.sh; scripts/run_cuda_classic_src_io_segmented_resident_0264.sh; scripts/run_cuda_classic_src_mode_0259.sh; ... | scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_cuda_env_flags_0287.csv | src_mpcd_cuda_env_flags_0292.csv | src_mpcd_cuda_env_flags_0303_resampling.csv | src_mpcd_cuda_env_flags_0314_resampling.csv | src_mpcd_env_flags_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
MPCD_CUDA_IMMERSED_CIRCLE_FAST_DIAGNOSTICS_0330,env_flag,Diagnostics rapides immersed circle CUDA,ajout 0330/0331,booléen/env truthy,false/off,Active un retour diagnostic plus léger pour le cylindre CUDA.,N’affecte pas la physique; seulement les compteurs/diagnostics. Utile pour benchmark mais à désactiver pour oracle hits complets.,src/cuda_immersed_circle_0284.cu; scripts/run_vk_periodic_cylinder_oracle_cuda.sh,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_GPU_IMMERSED_CIRCLE_FAST_DIAG_0330,env_flag,Diagnostics rapides immersed circle CUDA,utilisé validations 0331+,booléen/env truthy,0 dans validations sûres,Contrôle côté script les diagnostics rapides du cylindre.,À 0 pour valider les hits cylindre complets; à 1 pour réduire le coût diagnostic si disponible.,scripts/run_vk_periodic_cylinder_oracle_cuda.sh; src/cuda_immersed_circle_0284.cu,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_GPU_WALL_FAST_DIAG_0320,env_flag,Diagnostics rapides wall CUDA,utilisé validations 0331+,booléen/env truthy,0 dans validations sûres,Contrôle côté script les diagnostics rapides wall.,Désactivé dans les oracles lorsque l’on veut des hits complets. Peut être activé pour réduire les retours diagnostics.,scripts/run_vk_periodic_cylinder_oracle_cuda.sh; src/cuda_streaming_wall_simple_0246.cu,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_CUDA_FIELD,env_flag,Live visualization CUDA field renderer,ajout 0337a,booléen/env truthy,0 code; 1 scripts 0337,Active le rendu de champ sur GPU avec téléchargement RGBA compact.,Chemin recommandé pour visualiser resampling sans host mirror lent. Transfert typique 300×80×4 octets/frame. | 0342a: le chemin CUDA field utilise désormais SRC_LIVE_VIS_COLORMAP pour la projection scalaire -> RGBA.,include/cuda_live_field_0337.h; src/cuda_live_field_0337.cu; src/main_src_mpcd_base.cpp,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_COLORMAP,env_flag,Live visualization colormap,ajout 0342a,enum: blue_red | gray | thermal,blue_red,"Colormap consommé par le renderer livevis, y compris le chemin CUDA field 0337.",Mis à jour dans le processus lors de la relecture de livevis_control.kv lorsque la clé colormap change. Alias acceptés: grey/grayscale/greyscale -> gray; heat/hot -> thermal.,src/cuda_live_field_0337.cu; src/live_visualization_0335.cpp; doc/livevis_colormap_control_0342a.md,src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv
SRC_LIVE_VIS_RESAMPLING_HOST_MIRROR,env_flag,Live visualization fallback resampling,ajout 0335d,booléen/env truthy,0 scripts 0337; 1 fallback manuel,Force une voie hôte visible pour le resampling.,Fiable mais lente. À utiliser si CUDA_FIELD échoue ou pour debug.,scripts/run_vk_full_periodic_livevis_0335a.sh; src/live_visualization_0335.cpp,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_FORCE_HOST_MIRROR,env_flag,Live visualization fallback/debug,ajout 0335c,booléen/env truthy,0,Force la visualisation à utiliser un miroir hôte.,Debug uniquement; plus lent que CUDA_FIELD.,src/main_src_mpcd_base.cpp; scripts/run_*_0337_livevis.sh,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
MPCD_LIVE_VIS_FIELD,env_flag,Live visualization runtime,mis à jour 0361,string: mêmes valeurs que SRC_LIVE_VIS_FIELD,fallback si SRC_LIVE_VIS_FIELD absent,Alias/fallback historique pour choisir le champ live.,Utilisé par live_visualization_0335.cpp comme fallback MPCD_* pour la plupart des contrôles livevis.,src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
MPCD_LIVE_VIS_QUIVER_MIN_SPEED,env_flag,Live visualization runtime,ajout 0364,double >= 0,0,Seuil minimal de vitesse sous lequel les segments quiver ne sont pas dessinés.,,src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
MPCD_LIVE_VIS_QUIVER_NX,env_flag,Live visualization runtime,ajout 0364,entier >= 1,60,Nombre de colonnes de la grille vectorielle quiver décimée.,"Un coût faible est obtenu en gardant une grille décimée, par exemple 60x32.",src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
MPCD_LIVE_VIS_QUIVER_NY,env_flag,Live visualization runtime,ajout 0364,entier >= 1,32,Nombre de lignes de la grille vectorielle quiver décimée.,"Un coût faible est obtenu en gardant une grille décimée, par exemple 60x32.",src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
MPCD_LIVE_VIS_QUIVER_SCALE,env_flag,Live visualization runtime,ajout 0364,double,-1,"Gain manuel des segments vitesse, en pixels par unité de vitesse.",Valeur <0: désactive l’overlay quiver; valeur >=0: active l’overlay.,src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
MPCD_LIVE_VIS_QUIVER_SMOOTH_PASSES,env_flag,Live visualization runtime,ajout 0365,entier; -1 ou >=0,-1,Nombre de passes de lissage 3x3 appliquées aux vecteurs quiver sur la grille décimée.,<0 réutilise smoothPasses; 0 désactive le lissage des vecteurs; >0 fixe le nombre de passes.,src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
SRC_LIVE_VIS_ALPHA,env_flag,Live visualization runtime,ajout 0335c | précisé 0436b,"double [0,1]",0.08 scripts 0337,Lissage temporel du rendu CPU fallback.,"Le chemin CUDA field rend directement une image compacte; alpha est surtout utile au fallback CPU. | 0436b: persistance temporelle du champ affiché; alpha=1.0 donne un affichage immédiat. Le changement de field/particleTypeFilter doit réinitialiser displayScalar une frame, puis reprendre le lissage.",src/live_visualization_0335.cpp; scripts/run_*_0337_livevis.sh,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv | session_0436_particle_type_filter_livevis
SRC_LIVE_VIS_CLIP,env_flag,Live visualization runtime,ajout 0335c,double; <=0 auto,-1 auto,Échelle de saturation/clip couleur.,Valeur fixe utile pour comparer plusieurs runs; auto utile pour inspection rapide. | 0341a: valeur initiale seulement; peut être modifiée à chaud via livevis_control.kv si SRC_LIVE_VIS_CONTROL_FILE est défini.,src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; scripts/run_*_0337_livevis.sh | src/live_visualization_0335.cpp; src/main_src_mpcd_base.cpp; doc/livevis_runtime_control_0341a.md,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_ENABLE,env_flag,Live visualization runtime,ajout 0335,booléen/env truthy,false/off; 1 dans scripts livevis 0337,Active la fenêtre livevis au runtime.,N’affecte pas les builds/runs production si absent. Les scripts 0337 livevis l’activent par défaut.,src/main_src_mpcd_base.cpp; scripts/run_*_0337_livevis.sh; doc/README_live_visualization_0335a.md,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_EVERY,env_flag,Live visualization runtime,ajout 0335 | mis à jour 0339a | mis à jour 0433a,entier > 0,10 code; 20 scripts 0337,Initialise la cadence livevis au démarrage; depuis 0433a cette cadence peut être modifiée à chaud par livevis_control.kv:liveEvery/every/visualEvery.,Augmenter pour réduire le coût d’affichage. | 0339a: export effectif issu de LIVE_VIS_EVERY dans les scripts livevis; défaut script recommandé 25. | 0433a: livevis_control.kv:liveEvery devient le contrôle runtime canonique; recordEvery absent ou <=0 suit cette cadence pour les dumps filtrés.,src/main_src_mpcd_base.cpp; scripts/run_*_0337_livevis.sh | src/live_visualization_0335.cpp; src/live_visualization_0335.h; src/filtered_field_recorder_0432.cpp,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv | session_0433a_wysiwyr
SRC_LIVE_VIS_FIELD,env_flag,Live visualization runtime,ajout 0335/0337 | mis à jour 0361,string: ux|uy|speed|vorticity|omega|curl|mass|density|N|n|count|population|particle_count|cell_count|chi|topo_chi|alpha|darcy_alpha|darcy_power|darcy|brinkman_power,ux dans code; dépend des scripts,Choisit le champ scalaire rendu dans la fenêtre live. 0361 ajoute le vrai comptage particulaire N/count.,"Par défaut scripts: VK/TG=vorticity, Poiseuille=ux, step/box=speed. | 0341a: valeur initiale seulement; peut être modifiée à chaud via livevis_control.kv si SRC_LIVE_VIS_CONTROL_FILE est défini. | N/count compte les particules fluides par cellule live; distinct de mass/density si masses non unitaires.",src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; scripts/run_*_0337_livevis.sh | src/live_visualization_0335.cpp; src/main_src_mpcd_base.cpp; doc/livevis_runtime_control_0341a.md | src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv | session_0361_0365_livevis
SRC_LIVE_VIS_GAIN,env_flag,Live visualization runtime,ajout 0335c/0337,double > 0,1.0,Gain visuel appliqué à la colormap.,Réduire si l’image est saturée rouge/bleu; augmenter pour renforcer le contraste. | 0341a: valeur initiale seulement; peut être modifiée à chaud via livevis_control.kv si SRC_LIVE_VIS_CONTROL_FILE est défini.,src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; scripts/run_*_0337_livevis.sh | src/live_visualization_0335.cpp; src/main_src_mpcd_base.cpp; doc/livevis_runtime_control_0341a.md,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_LOG_SOURCE,env_flag,Live visualization runtime,ajout 0335c; amélioré 0337d | mis à jour 0339a | mis à jour 0363/0364/0365,booléen/env truthy,0,Active les logs de source livevis; affiche désormais min/max/scale et quiver/qscale/qsmooth quand disponibles.,"Depuis 0337d, le statut se réécrit sur la même ligne au lieu d’empiler les logs. | 0339a: export effectif issu de LIVE_VIS_LOG_SOURCE; défaut script recommandé 0. | 0363 ajoute min/max/scale/minmax_s; 0364 ajoute quiver/qscale; 0365 ajoute qsmooth.",src/live_visualization_0335.cpp; scripts/run_*_0337_livevis.sh | src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv | session_0361_0365_livevis
SRC_LIVE_VIS_NX,env_flag,Live visualization runtime,ajout 0335/0337,entier >= 16,300 scripts 0337,Résolution x de la grille/champ live.,Plus élevé = plus fin mais plus coûteux. 300×80 validé comme compromis.,src/main_src_mpcd_base.cpp; src/cuda_live_field_0337.cu; scripts/run_*_0337_livevis.sh,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_NY,env_flag,Live visualization runtime,ajout 0335/0337,entier >= 16,80 scripts 0337,Résolution y de la grille/champ live.,Plus élevé = plus fin mais plus coûteux. 300×80 validé comme compromis.,src/main_src_mpcd_base.cpp; src/cuda_live_field_0337.cu; scripts/run_*_0337_livevis.sh,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_QUANTILE,env_flag,Live visualization runtime,ajout 0335c,"double dans (0,1]",0.995,Quantile d’échelle auto du rendu CPU fallback.,Limite l’effet du bruit particulaire et des outliers.,src/live_visualization_0335.cpp; scripts/run_*_0337_livevis.sh,src_mpcd_cuda_env_flags_added_0331_to_0337_livevis.csv | src_mpcd_cuda_livevis_inventory_0314_to_0339a.csv | src_mpcd_cuda_livevis_inventory_0314_to_0342a.csv | src_mpcd_cuda_resampling_env_flags_delta_0314_to_0337_livevis.csv
SRC_LIVE_VIS_QUIVER_MIN_SPEED,env_flag,Live visualization runtime,ajout 0364,double >= 0,0,Seuil minimal de vitesse sous lequel les segments quiver ne sont pas dessinés.,,src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
SRC_LIVE_VIS_QUIVER_NX,env_flag,Live visualization runtime,ajout 0364,entier >= 1,60,Nombre de colonnes de la grille vectorielle quiver décimée.,"Un coût faible est obtenu en gardant une grille décimée, par exemple 60x32.",src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
SRC_LIVE_VIS_QUIVER_NY,env_flag,Live visualization runtime,ajout 0364,entier >= 1,32,Nombre de lignes de la grille vectorielle quiver décimée.,"Un coût faible est obtenu en gardant une grille décimée, par exemple 60x32.",src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
SRC_LIVE_VIS_QUIVER_SCALE,env_flag,Live visualization runtime,ajout 0364,double,-1,"Gain manuel des segments vitesse, en pixels par unité de vitesse.",Valeur <0: désactive l’overlay quiver; valeur >=0: active l’overlay.,src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
SRC_LIVE_VIS_QUIVER_SMOOTH_PASSES,env_flag,Live visualization runtime,ajout 0365,entier; -1 ou >=0,-1,Nombre de passes de lissage 3x3 appliquées aux vecteurs quiver sur la grille décimée.,<0 réutilise smoothPasses; 0 désactive le lissage des vecteurs; >0 fixe le nombre de passes.,src/live_visualization_0335.cpp; src/cuda_live_field_0337.cu; include/cuda_live_field_0337.h; src/main_src_mpcd_base.cpp; doc/livevis_field_N_0361.md; doc/livevis_field_minmax_0363.md; doc/livevis_quiver_overlay_0364.md; doc/livevis_quiver_smoothing_0365.md,session_0361_0365_livevis
