name,entry_type,category,status,expected_type,default,values_constraints,canonical_field_target,aliases,effect_role,remarks,sources,source_inventory
topoBenchmarkDragLiftEnable,kv_param,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,booléen,true,true/false,TopoBenchmarkConfig.topoBenchmarkDragLiftEnable,TOPO_BENCHMARK_DRAG_LIFT_ENABLE,Active les projections drag/lift proxy.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
topoBenchmarkFlowDirX,kv_param,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,double,1.0,vecteur direction,TopoBenchmarkConfig.topoBenchmarkFlowDirX,TOPO_BENCHMARK_FLOW_DIR_X,Composante x de la direction drag/écoulement.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
topoBenchmarkFlowDirY,kv_param,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,double,0.0,vecteur direction,TopoBenchmarkConfig.topoBenchmarkFlowDirY,TOPO_BENCHMARK_FLOW_DIR_Y,Composante y de la direction drag/écoulement.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
topoBenchmarkLiftDirX,kv_param,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,double,0.0,vecteur direction,TopoBenchmarkConfig.topoBenchmarkLiftDirX,TOPO_BENCHMARK_LIFT_DIR_X,Composante x de la direction lift.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
topoBenchmarkLiftDirY,kv_param,Darcy/Brinkman — benchmark topo,ajout 0348a/0348b,double,1.0,vecteur direction,TopoBenchmarkConfig.topoBenchmarkLiftDirY,TOPO_BENCHMARK_LIFT_DIR_Y,Composante y de la direction lift.,"Observables proxy : à interpréter comme force de pénalisation volumique, pas effort pariétal exact.",scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
openBoundarySegment0,kv_param,Inlet/outlet segmenté,ajout 0249b; documenté 0426,chaîne structurée,face mode sMin sMax ux uy type mass,"face in {left,right,top,bottom}; mode inlet/outlet",OpenBoundarySegments.segment[0],,Définit le premier segment ouvert en coordonnées relatives de face.,Utilisé dans LR segments et backward step Darcy pour éviter l’injection dans chi-solide.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
openBoundarySegment1,kv_param,Inlet/outlet segmenté,ajout 0249b; documenté 0426,chaîne structurée,face mode sMin sMax ux uy type mass,"face in {left,right,top,bottom}; mode inlet/outlet",OpenBoundarySegments.segment[1],,Définit le second segment ouvert en coordonnées relatives de face.,Utilisé dans LR segments et backward step Darcy.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
initialInactiveSlots,kv_param,État particulaire / pool inactif,documenté 0426,entier,0 ou fonction de gamma*Nx*Ny,>=0,StateInit.initialInactiveSlots,INACTIVE_SLOTS,Réserve des slots inactifs dans l’état initial pour injection/remplissage.,Particulièrement utile dans les scripts segmentés Darcy avec reservoir/inlet.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
ALPHA,script_alias,Alias script Darcy,ajout/documenté 0426,double,DARCY_ALPHA_MAX ou valeur script,voir paramètre kv ou env flag associé,,,Alias de darcyAlphaMax dans les scripts de démonstration.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
ALPHA_MIN,script_alias,Alias script Darcy,ajout/documenté 0426,double,DARCY_ALPHA_MIN ou 0.0,voir paramètre kv ou env flag associé,,,Alias de darcyAlphaMin.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
CHI_FILE,script_alias,Alias script Darcy,ajout/documenté 0426,chemin fichier,DARCY_CHI_FILE ou chemin par défaut,voir paramètre kv ou env flag associé,,,Chemin du champ chi externe côté script.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
CHI_FILE_FORMAT,script_alias,Alias script Darcy,ajout/documenté 0426,chaîne,DARCY_CHI_FILE_FORMAT ou float32,voir paramètre kv ou env flag associé,,,Format du champ chi externe côté script.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_BRINKMAN_FORCING_MODE,script_alias,Alias script Darcy,ajout/documenté 0426,chaîne,mean ou mean_outward_bath,voir paramètre kv ou env flag associé,,,Alias script de darcyBrinkmanForcingMode.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_INITIAL_DEACTIVATE_BELOW_CHI,script_alias,Alias script Darcy,ajout/documenté 0426,double,-1 ou 0.05,voir paramètre kv ou env flag associé,,,Alias script de darcyInitialDeactivateBelowChi.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_CHI_COLLISION_VP_ENABLE,script_alias,Alias script Darcy chiVP,ajout/documenté 0426,booléen,false ou true,voir paramètre kv ou env flag associé,,,Alias script de darcyChiCollisionVpEnable.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_CHI_COLLISION_VP_MODE,script_alias,Alias script Darcy chiVP,ajout/documenté 0426,chaîne,interface_band,voir paramètre kv ou env flag associé,,,Alias script de darcyChiCollisionVpMode.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_CHI_COLLISION_VP_GAMMA,script_alias,Alias script Darcy chiVP,ajout/documenté 0426,entier/double,-1,voir paramètre kv ou env flag associé,,,Alias script de darcyChiCollisionVpGamma.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_CHI_COLLISION_VP_MASS,script_alias,Alias script Darcy chiVP,ajout/documenté 0426,double,1.0,voir paramètre kv ou env flag associé,,,Alias script de darcyChiCollisionVpMass.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_CHI_COLLISION_VP_LAYERS,script_alias,Alias script Darcy chiVP,ajout/documenté 0426,entier,1,voir paramètre kv ou env flag associé,,,Alias script de darcyChiCollisionVpLayers.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_CHI_COLLISION_VP_THRESHOLD,script_alias,Alias script Darcy chiVP,ajout/documenté 0426,double,0.5,voir paramètre kv ou env flag associé,,,Alias script de darcyChiCollisionVpThreshold.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_CHI_COLLISION_VP_STRENGTH,script_alias,Alias script Darcy chiVP,ajout/documenté 0426,double,0.25 ou 1.0,voir paramètre kv ou env flag associé,,,Alias script de darcyChiCollisionVpStrength.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_COST_EVERY,script_alias,Alias script Darcy diagnostics,ajout/documenté 0426,entier,SUMMARY_EVERY,voir paramètre kv ou env flag associé,,,Alias script de darcyCostEvery.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_THREADS_PER_BLOCK,script_alias,Alias script Darcy CUDA,ajout/documenté 0426,entier,256,voir paramètre kv ou env flag associé,,,Alias script de darcyThreadsPerBlock.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_Q,script_alias,Alias script Darcy,ajout/documenté 0426,double,0.1,voir paramètre kv ou env flag associé,,,Alias script de darcyQ.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_USOLID_X,script_alias,Alias script Darcy,ajout/documenté 0426,double,0.0,voir paramètre kv ou env flag associé,,,Alias script de darcyUSolidX.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_USOLID_Y,script_alias,Alias script Darcy,ajout/documenté 0426,double,0.0,voir paramètre kv ou env flag associé,,,Alias script de darcyUSolidY.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TOPO_BENCHMARK_ENABLE,script_alias,Alias script topo benchmark,ajout/documenté 0426,booléen,true,voir paramètre kv ou env flag associé,,,Alias script de topoBenchmarkEnable.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TOPO_BENCHMARK_EVERY,script_alias,Alias script topo benchmark,ajout/documenté 0426,entier,DARCY_COST_EVERY,voir paramètre kv ou env flag associé,,,Alias script de topoBenchmarkEvery.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TOPO_BENCHMARK_FILENAME,script_alias,Alias script topo benchmark,ajout/documenté 0426,nom fichier,topo_benchmark_0348.csv,voir paramètre kv ou env flag associé,,,Alias script de topoBenchmarkFilename.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TOPO_BENCHMARK_FORCE_ENABLE,script_alias,Alias script topo benchmark,ajout/documenté 0426,booléen,true,voir paramètre kv ou env flag associé,,,Alias script de topoBenchmarkForceEnable.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TOPO_BENCHMARK_DRAG_LIFT_ENABLE,script_alias,Alias script topo benchmark,ajout/documenté 0426,booléen,true,voir paramètre kv ou env flag associé,,,Alias script de topoBenchmarkDragLiftEnable.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TOPO_BENCHMARK_FLOW_DIR_X,script_alias,Alias script topo benchmark,ajout/documenté 0426,double,1.0,voir paramètre kv ou env flag associé,,,Alias script de topoBenchmarkFlowDirX.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TOPO_BENCHMARK_FLOW_DIR_Y,script_alias,Alias script topo benchmark,ajout/documenté 0426,double,0.0,voir paramètre kv ou env flag associé,,,Alias script de topoBenchmarkFlowDirY.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TOPO_BENCHMARK_LIFT_DIR_X,script_alias,Alias script topo benchmark,ajout/documenté 0426,double,0.0,voir paramètre kv ou env flag associé,,,Alias script de topoBenchmarkLiftDirX.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
TOPO_BENCHMARK_LIFT_DIR_Y,script_alias,Alias script topo benchmark,ajout/documenté 0426,double,1.0,voir paramètre kv ou env flag associé,,,Alias script de topoBenchmarkLiftDirY.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
REQUIRE_VALIDATED_SEGMENTED_RESIDENT,script_alias,Alias script sécurité CUDA,ajout/documenté 0426,booléen,1,voir paramètre kv ou env flag associé,,,Force le strict mode du chemin segmented resident 0264.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
LIVE_VIS_HOLD_ON_EXIT,script_alias,Alias script livevis,ajout/documenté 0426,booléen,1,voir paramètre kv ou env flag associé,,,Alias script exporté vers SRC_LIVE_VIS_HOLD_ON_EXIT.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
MPCD_DARCY_FASTFLAGS_ENABLE,script_alias,Alias script fastflags Darcy,ajout/documenté 0426,booléen,1,voir paramètre kv ou env flag associé,,,Active/désactive le bloc commun fastflags 0426 des scripts Darcy.,Les alias script sont résolus avant écriture du .kv ou export de l’environnement.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_ALPHA_MAX,script_alias,Alias script Darcy,ajout/documenté 0426,double,selon script,voir script,,,Valeur de repli utilisée par ALPHA pour écrire darcyAlphaMax.,Backward step validé avec ALPHA=800000.,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
DARCY_ALPHA_MIN,script_alias,Alias script Darcy,ajout/documenté 0426,double,0.0,voir script,,,Valeur de repli utilisée par ALPHA_MIN pour écrire darcyAlphaMin.,,scripts/run_src_classic_cuda_darcy_chi_lr_segments_0411.sh; scripts/run_src_classic_cuda_darcy_chi_naca_periodic_0414.sh; scripts/run_src_classic_cuda_darcy_chi_vonkarman_periodic_0416.sh; scripts/run_src_classic_cuda_darcy_chi_backward_step_0425.sh; doc/README_0426_DARCY_FASTFLAGS.md,src_mpcd_params_inventory_consolidated_0365.csv + compléments Darcy/Brinkman/livevis 0411-0426
